,codes,name,links,coord,label,timezone,id,lat,lon,administrative_regions
4,"[{'type': 'source', 'value': '87592667'}, {'type': 'uic', 'value': '87592667'}]",Aixe-sur-Vienne,[],"{'lat': '45.796573', 'lon': '1.145724'}",Aixe-sur-Vienne (Aixe-sur-Vienne),Europe/Paris,stop_area:SNCF:87592667,45.796573,1.145724,"[{'insee': '87001', 'name': 'Aixe-sur-Vienne', 'level': 8, 'coord': {'lat': '45.7967581', 'lon': '1.1362125'}, 'label': 'Aixe-sur-Vienne (87700)', 'id': 'admin:fr:87001', 'zip_code': '87700'}]"
5,"[{'type': 'source', 'value': '87417808'}, {'type': 'uic', 'value': '87417808'}]",Ajain,[],"{'lat': '46.207153', 'lon': '1.99724'}",Ajain (Ajain),Europe/Paris,stop_area:SNCF:87417808,46.207153,1.99724,"[{'insee': '23002', 'name': 'Ajain', 'level': 8, 'coord': {'lat': '46.2074244', 'lon': '1.998966'}, 'label': 'Ajain (23380)', 'id': 'admin:fr:23002', 'zip_code': '23380'}]"
6,"[{'type': 'source', 'value': '87722744'}, {'type': 'uic', 'value': '87722744'}]",Alaï,[],"{'lat': '45.752428', 'lon': '4.771695'}",Alaï (Tassin-la-Demi-Lune),Europe/Paris,stop_area:SNCF:87722744,45.752428,4.771695,"[{'insee': '69244', 'name': 'Tassin-la-Demi-Lune', 'level': 8, 'coord': {'lat': '45.7598386', 'lon': '4.7657747'}, 'label': 'Tassin-la-Demi-Lune (69160)', 'id': 'admin:fr:69244', 'zip_code': '69160'}]"
7,"[{'type': 'source', 'value': '87420836'}, {'type': 'uic', 'value': '87420836'}]",Alba-la-Romaine Ruines Romaines,[],"{'lat': '44.570312', 'lon': '4.587551'}",Alba-la-Romaine Ruines Romaines (Alba-la-Romaine),Europe/Paris,stop_area:SNCF:87420836,44.570312,4.587551,"[{'insee': '07005', 'name': 'Alba-la-Romaine', 'level': 8, 'coord': {'lat': '44.5544374', 'lon': '4.5978069'}, 'label': 'Alba-la-Romaine (07400)', 'id': 'admin:fr:07005', 'zip_code': '07400'}]"
8,"[{'type': 'source', 'value': '87613752'}, {'type': 'uic', 'value': '87613752'}]",Albas,[],"{'lat': '44.468333', 'lon': '1.236667'}",Albas (Albas),Europe/Paris,stop_area:SNCF:87613752,44.468333,1.236667,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]"
9,"[{'type': 'source', 'value': '87168716'}, {'type': 'uic', 'value': '87168716'}]",Albas Rivière Basse,[],"{'lat': '44.482404', 'lon': '1.229517'}",Albas Rivière Basse (Albas),Europe/Paris,stop_area:SNCF:87168716,44.482404,1.229517,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]"
10,"[{'type': 'source', 'value': '87168724'}, {'type': 'uic', 'value': '87168724'}]",Albas Rivière Haute,[],"{'lat': '44.473153', 'lon': '1.251467'}",Albas Rivière Haute (Albas),Europe/Paris,stop_area:SNCF:87168724,44.473153,1.251467,"[{'insee': '46001', 'name': 'Albas', 'level': 8, 'coord': {'lat': '44.4686571', 'lon': '1.2367614'}, 'label': 'Albas (46140)', 'id': 'admin:fr:46001', 'zip_code': '46140'}]"
11,"[{'type': 'source', 'value': '87746115'}, {'type': 'uic', 'value': '87746115'}]",Albens,[],"{'lat': '45.785946', 'lon': '5.948342'}",Albens (Entrelacs),Europe/Paris,stop_area:SNCF:87746115,45.785946,5.948342,"[{'insee': '73010', 'name': 'Entrelacs', 'level': 8, 'coord': {'lat': '45.7870674', 'lon': '5.9453946'}, 'label': 'Entrelacs', 'id': 'admin:fr:73010', 'zip_code': ''}]"
12,"[{'type': 'source', 'value': '87313072'}, {'type': 'uic', 'value': '87313072'}]",Albert,[],"{'lat': '50.005395', 'lon': '2.644481'}",Albert (Albert),Europe/Paris,stop_area:SNCF:87313072,50.005395,2.644481,"[{'insee': '80016', 'name': 'Albert', 'level': 8, 'coord': {'lat': '50.0018022', 'lon': '2.6509223'}, 'label': 'Albert (80300)', 'id': 'admin:fr:80016', 'zip_code': '80300'}]"
13,"[{'type': 'source', 'value': '87741645'}, {'type': 'uic', 'value': '87741645'}]",Albertville,[],"{'lat': '45.672977', 'lon': '6.383167'}",Albertville (Albertville),Europe/Paris,stop_area:SNCF:87741645,45.672977,6.383167,"[{'insee': '73011', 'name': 'Albertville', 'level': 8, 'coord': {'lat': '45.6754622', 'lon': '6.3925417'}, 'label': 'Albertville (73200)', 'id': 'admin:fr:73011', 'zip_code': '73200'}]"
14,"[{'type': 'source', 'value': '87440354'}, {'type': 'uic', 'value': '87440354'}]",Albi,[],"{'lat': '43.92461', 'lon': '2.146998'}",Albi (Albi),Europe/Paris,stop_area:SNCF:87440354,43.92461,2.146998,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]"
15,"[{'type': 'source', 'value': '87615195'}, {'type': 'uic', 'value': '87615195'}]",Albi Madeleine,[],"{'lat': '43.938137', 'lon': '2.141209'}",Albi Madeleine (Albi),Europe/Paris,stop_area:SNCF:87615195,43.938137,2.141209,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]"
16,"[{'type': 'source', 'value': '87615005'}, {'type': 'uic', 'value': '87615005'}]",Albi Ville,[],"{'lat': '43.92238', 'lon': '2.137958'}",Albi Ville (Albi),Europe/Paris,stop_area:SNCF:87615005,43.92238,2.137958,"[{'insee': '81004', 'name': 'Albi', 'level': 8, 'coord': {'lat': '43.9277552', 'lon': '2.147899'}, 'label': 'Albi (81000)', 'id': 'admin:fr:81004', 'zip_code': '81000'}]"
17,"[{'type': 'source', 'value': '87613398'}, {'type': 'uic', 'value': '87613398'}]",Albias,[],"{'lat': '44.091981', 'lon': '1.444922'}",Albias (Albias),Europe/Paris,stop_area:SNCF:87613398,44.091981,1.444922,"[{'insee': '82002', 'name': 'Albias', 'level': 8, 'coord': {'lat': '44.0908333', 'lon': '1.4502778'}, 'label': 'Albias (82350)', 'id': 'admin:fr:82002', 'zip_code': '82350'}]"
18,"[{'type': 'source', 'value': '87721266'}, {'type': 'uic', 'value': '87721266'}]",Albigny - Neuville,[],"{'lat': '45.874897', 'lon': '4.832852'}",Albigny - Neuville (Albigny-sur-Saône),Europe/Paris,stop_area:SNCF:87721266,45.874897,4.832852,"[{'insee': '69003', 'name': 'Albigny-sur-Saône', 'level': 8, 'coord': {'lat': '45.8706791', 'lon': '4.8323149'}, 'label': 'Albigny-sur-Saône (69250)', 'id': 'admin:fr:69003', 'zip_code': '69250'}]"
19,"[{'type': 'source', 'value': '87697003'}, {'type': 'uic', 'value': '87697003'}]",Albigny-Neuville-Arret-TCL-Gare,[],"{'lat': '45.875356', 'lon': '4.833042'}",Albigny-Neuville-Arret-TCL-Gare (Albigny-sur-Saône),Europe/Paris,stop_area:SNCF:87697003,45.875356,4.833042,"[{'insee': '69003', 'name': 'Albigny-sur-Saône', 'level': 8, 'coord': {'lat': '45.8706791', 'lon': '4.8323149'}, 'label': 'Albigny-sur-Saône (69250)', 'id': 'admin:fr:69003', 'zip_code': '69250'}]"
20,"[{'type': 'source', 'value': '87444711'}, {'type': 'uic', 'value': '87444711'}]",Alençon,[],"{'lat': '48.433884', 'lon': '0.09853099999999999'}",Alençon (Alençon),Europe/Paris,stop_area:SNCF:87444711,48.433884,0.09853099999999999,"[{'insee': '61001', 'name': 'Alençon', 'level': 8, 'coord': {'lat': '48.4312059', 'lon': '0.09113739999999999'}, 'label': 'Alençon (61000)', 'id': 'admin:fr:61001', 'zip_code': '61000'}]"
21,"[{'type': 'source', 'value': '87775288'}, {'type': 'uic', 'value': '87775288'}]",Alès,[],"{'lat': '44.127825', 'lon': '4.084948'}",Alès (Alès),Europe/Paris,stop_area:SNCF:87775288,44.127825,4.084948,"[{'insee': '30007', 'name': 'Alès', 'level': 8, 'coord': {'lat': '44.1253665', 'lon': '4.0852818'}, 'label': 'Alès (30100)', 'id': 'admin:fr:30007', 'zip_code': '30100'}]"
22,"[{'type': 'source', 'value': '87615187'}, {'type': 'uic', 'value': '87615187'}]",Alet-les-Bains,[],"{'lat': '42.997403', 'lon': '2.252189'}",Alet-les-Bains (Alet-les-Bains),Europe/Paris,stop_area:SNCF:87615187,42.997403,2.252189,"[{'insee': '11008', 'name': 'Alet-les-Bains', 'level': 8, 'coord': {'lat': '42.9967236', 'lon': '2.255835'}, 'label': 'Alet-les-Bains (11580)', 'id': 'admin:fr:11008', 'zip_code': '11580'}]"
23,"[{'type': 'source', 'value': '85010355'}, {'type': 'uic', 'value': '85010355'}]",Allaman,[],"{'lat': '46.47575', 'lon': '6.3997'}",Allaman (Allaman),Europe/Paris,stop_area:SNCF:85010355,46.47575,6.3997,"[{'insee': '', 'name': 'Allaman', 'level': 8, 'coord': {'lat': '46.4700383739584', 'lon': '6.3938816627646'}, 'label': 'Allaman (1165)', 'id': 'admin:osm:relation:1684832', 'zip_code': '1165'}]"
24,"[{'type': 'source', 'value': '87117465'}, {'type': 'uic', 'value': '87117465'}]",Allamps E.S.A.T,[],"{'lat': '48.542768', 'lon': '5.796812'}",Allamps E.S.A.T (Allamps),Europe/Paris,stop_area:SNCF:87117465,48.542768,5.796812,"[{'insee': '54010', 'name': 'Allamps', 'level': 8, 'coord': {'lat': '48.5478882', 'lon': '5.8103817'}, 'label': 'Allamps (54112)', 'id': 'admin:fr:54010', 'zip_code': '54112'}]"
0,"[{'type': 'source', 'value': '87240242'}, {'type': 'uic', 'value': '87240242'}]",Allan Menuiserie,[],"{'lat': '44.480354', 'lon': '4.76171'}",Allan Menuiserie (Malataverne),Europe/Paris,stop_area:SNCF:87240242,44.480354,4.76171,"[{'insee': '26169', 'name': 'Malataverne', 'level': 8, 'coord': {'lat': '44.4864576', 'lon': '4.7517236'}, 'label': 'Malataverne (26780)', 'id': 'admin:fr:26169', 'zip_code': '26780'}]"
1,"[{'type': 'source', 'value': '87645614'}, {'type': 'uic', 'value': '87645614'}]",Allanche,[],"{'lat': '45.229652', 'lon': '2.931311'}",Allanche (Allanche),Europe/Paris,stop_area:SNCF:87645614,45.229652,2.931311,"[{'insee': '15001', 'name': 'Allanche', 'level': 8, 'coord': {'lat': '45.2286939', 'lon': '2.9352539'}, 'label': 'Allanche (15160)', 'id': 'admin:fr:15001', 'zip_code': '15160'}]"
2,"[{'type': 'source', 'value': '87594234'}, {'type': 'uic', 'value': '87594234'}]",Allassac,[],"{'lat': '45.258984', 'lon': '1.473316'}",Allassac (Allassac),Europe/Paris,stop_area:SNCF:87594234,45.258984,1.473316,"[{'insee': '19005', 'name': 'Allassac', 'level': 8, 'coord': {'lat': '45.257248', 'lon': '1.4755597'}, 'label': 'Allassac (19240)', 'id': 'admin:fr:19005', 'zip_code': '19240'}]"
3,"[{'type': 'source', 'value': '87113878'}, {'type': 'uic', 'value': '87113878'}]",Allée de la Tour Rendez-Vous,[],"{'lat': '48.897109', 'lon': '2.506475'}",Allée de la Tour Rendez-Vous (Villemomble),Europe/Paris,stop_area:SNCF:87113878,48.897109,2.506475,"[{'insee': '93077', 'name': 'Villemomble', 'level': 8, 'coord': {'lat': '48.881886', 'lon': '2.5076181'}, 'label': 'Villemomble', 'id': 'admin:fr:93077', 'zip_code': ''}]"
4,"[{'type': 'source', 'value': '87710913'}, {'type': 'uic', 'value': '87710913'}]",Allée Royale T13,[],"{'lat': '48.815443', 'lon': '2.078746'}",Allée Royale T13 (Saint-Cyr-l'École),Europe/Paris,stop_area:SNCF:87710913,48.815443,2.078746,"[{'insee': '78545', 'name': ""Saint-Cyr-l'École"", 'level': 8, 'coord': {'lat': '48.799708', 'lon': '2.0672138'}, 'label': ""Saint-Cyr-l'École (78210)"", 'id': 'admin:fr:78545', 'zip_code': '78210'}]"
5,"[{'type': 'source', 'value': '87734665'}, {'type': 'uic', 'value': '87734665'}]",Allègre,[],"{'lat': '45.202996', 'lon': '3.713787'}",Allègre (Allègre),Europe/Paris,stop_area:SNCF:87734665,45.202996,3.713787,"[{'insee': '43003', 'name': 'Allègre', 'level': 8, 'coord': {'lat': '45.2004756', 'lon': '3.7119308'}, 'label': 'Allègre (43270)', 'id': 'admin:fr:43003', 'zip_code': '43270'}]"
6,"[{'type': 'source', 'value': '87589390'}, {'type': 'uic', 'value': '87589390'}]",Allegre Maison Retraite,[],"{'lat': '45.201985', 'lon': '3.713792'}",Allegre Maison Retraite (Allègre),Europe/Paris,stop_area:SNCF:87589390,45.201985,3.713792,"[{'insee': '43003', 'name': 'Allègre', 'level': 8, 'coord': {'lat': '45.2004756', 'lon': '3.7119308'}, 'label': 'Allègre (43270)', 'id': 'admin:fr:43003', 'zip_code': '43270'}]"
7,"[{'type': 'source', 'value': '87783654'}, {'type': 'uic', 'value': '87783654'}]",Allenc,[],"{'lat': '44.541296', 'lon': '3.663893'}",Allenc (Allenc),Europe/Paris,stop_area:SNCF:87783654,44.541296,3.663893,"[{'insee': '48003', 'name': 'Allenc', 'level': 8, 'coord': {'lat': '44.541', 'lon': '3.66228'}, 'label': 'Allenc (48190)', 'id': 'admin:fr:48003', 'zip_code': '48190'}]"
8,"[{'type': 'source', 'value': '87769554'}, {'type': 'uic', 'value': '87769554'}]",Allex,[],"{'lat': '44.764001', 'lon': '4.913496'}",Allex (Allex),Europe/Paris,stop_area:SNCF:87769554,44.764001,4.913496,"[{'insee': '26006', 'name': 'Allex', 'level': 8, 'coord': {'lat': '44.7643', 'lon': '4.91345'}, 'label': 'Allex (26400)', 'id': 'admin:fr:26006', 'zip_code': '26400'}]"
9,"[{'type': 'source', 'value': '87731885'}, {'type': 'uic', 'value': '87731885'}]",Alleyras,[],"{'lat': '44.919217', 'lon': '3.673517'}",Alleyras (Alleyras),Europe/Paris,stop_area:SNCF:87731885,44.919217,3.673517,"[{'insee': '43005', 'name': 'Alleyras', 'level': 8, 'coord': {'lat': '44.9059972', 'lon': '3.6814589'}, 'label': 'Alleyras (43580)', 'id': 'admin:fr:43005', 'zip_code': '43580'}]"
10,"[{'type': 'source', 'value': '87639955'}, {'type': 'uic', 'value': '87639955'}]",Alteckendorf Altdorf,[],"{'lat': '48.794562', 'lon': '7.589267'}",Alteckendorf Altdorf (Alteckendorf),Europe/Paris,stop_area:SNCF:87639955,48.794562,7.589267,"[{'insee': '67005', 'name': 'Alteckendorf', 'level': 8, 'coord': {'lat': '48.7925005', 'lon': '7.5967333'}, 'label': 'Alteckendorf (67270)', 'id': 'admin:fr:67005', 'zip_code': '67270'}]"
11,"[{'type': 'source', 'value': '87639930'}, {'type': 'uic', 'value': '87639930'}]",Alteckendorf Eckendorf,[],"{'lat': '48.789785', 'lon': '7.601602'}",Alteckendorf Eckendorf (Alteckendorf),Europe/Paris,stop_area:SNCF:87639930,48.789785,7.601602,"[{'insee': '67005', 'name': 'Alteckendorf', 'level': 8, 'coord': {'lat': '48.7925005', 'lon': '7.5967333'}, 'label': 'Alteckendorf (67270)', 'id': 'admin:fr:67005', 'zip_code': '67270'}]"
12,"[{'type': 'source', 'value': '87639948'}, {'type': 'uic', 'value': '87639948'}]",Alteckendorf Mairie,[],"{'lat': '48.792818', 'lon': '7.594688'}",Alteckendorf Mairie (Alteckendorf),Europe/Paris,stop_area:SNCF:87639948,48.792818,7.594688,"[{'insee': '67005', 'name': 'Alteckendorf', 'level': 8, 'coord': {'lat': '48.7925005', 'lon': '7.5967333'}, 'label': 'Alteckendorf (67270)', 'id': 'admin:fr:67005', 'zip_code': '67270'}]"
13,"[{'type': 'source', 'value': '87182238'}, {'type': 'uic', 'value': '87182238'}]",Altkirch,[],"{'lat': '47.627017', 'lon': '7.23905'}",Altkirch (Altkirch),Europe/Paris,stop_area:SNCF:87182238,47.627017,7.23905,"[{'insee': '68004', 'name': 'Altkirch', 'level': 8, 'coord': {'lat': '47.6238204', 'lon': '7.2401542'}, 'label': 'Altkirch (68130)', 'id': 'admin:fr:68004', 'zip_code': '68130'}]"
14,"[{'type': 'source', 'value': '87117515'}, {'type': 'uic', 'value': '87117515'}]",Alzing Rue de Brettnach,[],"{'lat': '49.278966', 'lon': '6.552207'}",Alzing Rue de Brettnach (Alzing),Europe/Paris,stop_area:SNCF:87117515,49.278966,6.552207,"[{'insee': '57016', 'name': 'Alzing', 'level': 8, 'coord': {'lat': '49.2783312', 'lon': '6.5535778'}, 'label': 'Alzing (57320)', 'id': 'admin:fr:57016', 'zip_code': '57320'}]"
15,"[{'type': 'source', 'value': '87172262'}, {'type': 'uic', 'value': '87172262'}]",Amagne - Lucquy,[],"{'lat': '49.52377', 'lon': '4.473898'}",Amagne - Lucquy (Lucquy),Europe/Paris,stop_area:SNCF:87172262,49.52377,4.473898,"[{'insee': '08262', 'name': 'Lucquy', 'level': 8, 'coord': {'lat': '49.53229', 'lon': '4.47754'}, 'label': 'Lucquy (08300)', 'id': 'admin:fr:08262', 'zip_code': '08300'}]"
16,"[{'type': 'source', 'value': '87727917'}, {'type': 'uic', 'value': '87727917'}]",Amance la Ville au Bois Eglise,[],"{'lat': '48.286223', 'lon': '4.500366'}",Amance la Ville au Bois Eglise (Amance),Europe/Paris,stop_area:SNCF:87727917,48.286223,4.500366,"[{'insee': '10005', 'name': 'Amance', 'level': 8, 'coord': {'lat': '48.2950729', 'lon': '4.5153842'}, 'label': 'Amance (10140)', 'id': 'admin:fr:10005', 'zip_code': '10140'}]"
17,"[{'type': 'source', 'value': '87727925'}, {'type': 'uic', 'value': '87727925'}]",Amance Mairie/Ecole,[],"{'lat': '48.295107', 'lon': '4.516132'}",Amance Mairie/Ecole (Amance),Europe/Paris,stop_area:SNCF:87727925,48.295107,4.516132,"[{'insee': '10005', 'name': 'Amance', 'level': 8, 'coord': {'lat': '48.2950729', 'lon': '4.5153842'}, 'label': 'Amance (10140)', 'id': 'admin:fr:10005', 'zip_code': '10140'}]"
18,"[{'type': 'source', 'value': '87592311'}, {'type': 'uic', 'value': '87592311'}]",Ambazac,[],"{'lat': '45.952901', 'lon': '1.406583'}",Ambazac (Ambazac),Europe/Paris,stop_area:SNCF:87592311,45.952901,1.406583,"[{'insee': '87002', 'name': 'Ambazac', 'level': 8, 'coord': {'lat': '45.958226', 'lon': '1.4019278'}, 'label': 'Ambazac (87240)', 'id': 'admin:fr:87002', 'zip_code': '87240'}]"
19,"[{'type': 'source', 'value': '87743716'}, {'type': 'uic', 'value': '87743716'}]",Ambérieu-en-Bugey,[],"{'lat': '45.954014', 'lon': '5.342402'}",Ambérieu-en-Bugey (Ambérieu-en-Bugey),Europe/Paris,stop_area:SNCF:87743716,45.954014,5.342402,"[{'insee': '01004', 'name': 'Ambérieu-en-Bugey', 'level': 8, 'coord': {'lat': '45.9584309', 'lon': '5.3595099'}, 'label': 'Ambérieu-en-Bugey (01500)', 'id': 'admin:fr:01004', 'zip_code': '01500'}]"
20,"[{'type': 'source', 'value': '87395756'}, {'type': 'uic', 'value': '87395756'}]",Ambert,[],"{'lat': '45.550621', 'lon': '3.739699'}",Ambert (Ambert),Europe/Paris,stop_area:SNCF:87395756,45.550621,3.739699,"[{'insee': '63003', 'name': 'Ambert', 'level': 8, 'coord': {'lat': '45.5504338', 'lon': '3.742639'}, 'label': 'Ambert (63600)', 'id': 'admin:fr:63003', 'zip_code': '63600'}]"
21,"[{'type': 'source', 'value': '87734574'}, {'type': 'uic', 'value': '87734574'}]",Ambert Halte Routière,[],"{'lat': '45.549644', 'lon': '3.735035'}",Ambert Halte Routière (Ambert),Europe/Paris,stop_area:SNCF:87734574,45.549644,3.735035,"[{'insee': '63003', 'name': 'Ambert', 'level': 8, 'coord': {'lat': '45.5504338', 'lon': '3.742639'}, 'label': 'Ambert (63600)', 'id': 'admin:fr:63003', 'zip_code': '63600'}]"
22,"[{'type': 'source', 'value': '87574343'}, {'type': 'uic', 'value': '87574343'}]",Amboise,[],"{'lat': '47.421469', 'lon': '0.981267'}",Amboise (Amboise),Europe/Paris,stop_area:SNCF:87574343,47.421469,0.981267,"[{'insee': '37003', 'name': 'Amboise', 'level': 8, 'coord': {'lat': '47.4110351', 'lon': '0.983698'}, 'label': 'Amboise (37400)', 'id': 'admin:fr:37003', 'zip_code': '37400'}]"
23,"[{'type': 'source', 'value': '87743146'}, {'type': 'uic', 'value': '87743146'}]",Ambronay - Priay,[],"{'lat': '46.011866', 'lon': '5.339141'}",Ambronay - Priay (Ambronay),Europe/Paris,stop_area:SNCF:87743146,46.011866,5.339141,"[{'insee': '01007', 'name': 'Ambronay', 'level': 8, 'coord': {'lat': '46.0055071', 'lon': '5.3602947'}, 'label': 'Ambronay (01500)', 'id': 'admin:fr:01007', 'zip_code': '01500'}]"
24,"[{'type': 'source', 'value': '87695965'}, {'type': 'uic', 'value': '87695965'}]",Ambronay-Priay RD 1075,[],"{'lat': '46.01159', 'lon': '5.338143'}",Ambronay-Priay RD 1075 (Ambronay),Europe/Paris,stop_area:SNCF:87695965,46.01159,5.338143,"[{'insee': '01007', 'name': 'Ambronay', 'level': 8, 'coord': {'lat': '46.0055071', 'lon': '5.3602947'}, 'label': 'Ambronay (01500)', 'id': 'admin:fr:01007', 'zip_code': '01500'}]"
0,"[{'type': 'source', 'value': '87381277'}, {'type': 'uic', 'value': '87381277'}]",Amécourt - Talmontier,[],"{'lat': '49.388524', 'lon': '1.735959'}",Amécourt - Talmontier (Talmontiers),Europe/Paris,stop_area:SNCF:87381277,49.388524,1.735959,"[{'insee': '60626', 'name': 'Talmontiers', 'level': 8, 'coord': {'lat': '49.3869364', 'lon': '1.737547'}, 'label': 'Talmontiers (60590)', 'id': 'admin:fr:60626', 'zip_code': '60590'}]"
1,"[{'type': 'source', 'value': '87313874'}, {'type': 'uic', 'value': '87313874'}]",Amiens,[],"{'lat': '49.890584', 'lon': '2.308277'}",Amiens (Amiens),Europe/Paris,stop_area:SNCF:87313874,49.890584,2.308277,"[{'insee': '80021', 'name': 'Amiens', 'level': 8, 'coord': {'lat': '49.8941708', 'lon': '2.2956951'}, 'label': 'Amiens (80000)', 'id': 'admin:fr:80021', 'zip_code': '80000'}]"
2,"[{'type': 'source', 'value': '87171744'}, {'type': 'uic', 'value': '87171744'}]",Amifontaine,[],"{'lat': '49.484738', 'lon': '3.910666'}",Amifontaine (Amifontaine),Europe/Paris,stop_area:SNCF:87171744,49.484738,3.910666,"[{'insee': '02013', 'name': 'Amifontaine', 'level': 8, 'coord': {'lat': '49.4836096', 'lon': '3.9180323'}, 'label': 'Amifontaine (02190)', 'id': 'admin:fr:02013', 'zip_code': '02190'}]"
3,"[{'type': 'source', 'value': '87394205'}, {'type': 'uic', 'value': '87394205'}]",Amilly - Ouerray,[],"{'lat': '48.438294', 'lon': '1.389396'}",Amilly - Ouerray (Amilly),Europe/Paris,stop_area:SNCF:87394205,48.438294,1.389396,"[{'insee': '28006', 'name': 'Amilly', 'level': 8, 'coord': {'lat': '48.4418021', 'lon': '1.3930652'}, 'label': 'Amilly (28300)', 'id': 'admin:fr:28006', 'zip_code': '28300'}]"
4,"[{'type': 'source', 'value': '87721035'}, {'type': 'uic', 'value': '87721035'}]",Amplepuis,[],"{'lat': '45.971014', 'lon': '4.326763'}",Amplepuis (Amplepuis),Europe/Paris,stop_area:SNCF:87721035,45.971014,4.326763,"[{'insee': '69006', 'name': 'Amplepuis', 'level': 8, 'coord': {'lat': '45.9730698', 'lon': '4.3313792'}, 'label': 'Amplepuis (69550)', 'id': 'admin:fr:69006', 'zip_code': '69550'}]"
5,"[{'type': 'source', 'value': '84000588'}, {'type': 'uic', 'value': '84000588'}]",Amsterdam Centraal,[],"{'lat': '52.37908', 'lon': '4.900632'}",Amsterdam Centraal (Amsterdam),Europe/Paris,stop_area:SNCF:84000588,52.37908,4.900632,"[{'insee': '', 'name': 'Amsterdam', 'level': 8, 'coord': {'lat': '52.3727598', 'lon': '4.8936041'}, 'label': 'Amsterdam', 'id': 'admin:osm:relation:271110', 'zip_code': ''}]"
